Code,Name,Descrption,Note,Quantity,Man-Hours,Total Man-Hours
1000 040.160.170.730,PDMS - Underground Drainage Components,C/S E&D - Model - PDMS - Undgrd Drainage Components,Civil/Structural Engineering and Design - Modeling - PDMS - Underground Drainage Components,0,0,0
1000 040.160.180.730,PDMS - Building Foundations,C/S E&D - Model - PDMS - Bldg Fndns,Civil/Structural Engineering and Design - Modeling - PDMS - Building Foundations,0,0,0
1000 040.160.190.730,PDMS - Equipment Foundations,C/S E&D - Model - PDMS - Equip Fndns,Civil/Structural Engineering and Design - Modeling - PDMS - Equipment Foundations,0,0,0
1000 040.160.200.730,PDMS - Piperack Foundations,C/S E&D - Model - PDMS - Piperack Fndns,Civil/Structural Engineering and Design - Modeling - PDMS - Piperack Foundations,0,0,0
1000 040.160.210.730,PDMS - Support Foundations,C/S E&D - Model - PDMS - Supp Fndns,Civil/Structural Engineering and Design - Modeling - PDMS - Support Foundations,0,0,0
1000 040.160.220.730,PDMS - Miscellaneous Foundations,C/S E&D - Model - PDMS - Misc Fndns,Civil/Structural Engineering and Design - Modeling - PDMS - Miscellaneous Foundations,0,0,0
1000 040.160.230.730,PDMS - Building Structures,C/S E&D - Model - PDMS - Bldg Struc,Civil/Structural Engineering and Design - Modeling - PDMS - Building Structures,0,0,0
1000 040.160.240.730,PDMS - Equipment Structures,C/S E&D - Model - PDMS - Equip Struc,Civil/Structural Engineering and Design - Modeling - PDMS - Equipment Structures,0,0,0
1000 040.160.250.730,PDMS - Piperack Structures,C/S E&D - Model - PDMS - Piperack Struc,Civil/Structural Engineering and Design - Modeling - PDMS - Piperack Structures,0,0,0
1000 040.160.260.730,PDMS - Support Structures,C/S E&D - Model - PDMS - Supp Struc,Civil/Structural Engineering and Design - Modeling - PDMS - Support Structures,0,0,0
1000 040.160.270.730,PDMS - Miscellaneous Structures,C/S E&D - Model - PDMS - Misc Struc,Civil/Structural Engineering and Design - Modeling - PDMS - Miscellaneous Structures,0,0,0
1000 040.160.280.730,PDMS - Access Platforms,C/S E&D - Model - PDMS - Access Pltfms,Civil/Structural Engineering and Design - Modeling - PDMS - Access Platforms,0,0,0
1000 040.160.290.920,LEICA - Laser Scanning,C/S E&D - Model - LEICA - Laser Scanning,Civil/Structural Engineering and Design - Modeling - LEICA - Laser Scanning,0,0,0
1000 040.160.300.720,LFM - Laser Scanning,C/S E&D - Model - LFM - Laser Scanning,Civil/Structural Engineering and Design - Modeling - LFM - Laser Scanning,0,0,0
1000 040.170.000.000,Drawings,C/S E&D - Dwgs,Civil/Structural Engineering and Design - Drawings,0,0,0
1000 040.170.010.770,Drawing Index,C/S E&D - Dwgs - Drawing Index,Civil/Structural Engineering and Design - Drawings - Drawing Index,1,0,0
1000 040.170.020.770,General Notes,C/S E&D - Dwgs - General Notes,Civil/Structural Engineering and Design - Drawings - General Notes,1,0,0
1000 040.170.030.770,As-Built,C/S E&D - Dwgs - As-Built,Civil/Structural Engineering and Design - Drawings - As-Built,20,0,0
1000 040.170.040.770,Demolition,C/S E&D - Dwgs - Demolition,Civil/Structural Engineering and Design - Drawings - Demolition,5,0,0
1000 040.170.050.770,Site Location,C/S E&D - Dwgs - Site Location,Civil/Structural Engineering and Design - Drawings - Site Location,1,0,0
1000 040.170.060.770,Site Survey and Layout,C/S E&D - Dwgs - Site Survey and Layout,Civil/Structural Engineering and Design - Drawings - Site Survey and Layout,0,0,0
1000 040.170.070.770,Site Preparation,C/S E&D - Dwgs - Site Prep,Civil/Structural Engineering and Design - Drawings - Site Preparation,0,0,0
1000 040.170.080.770,Rough Grading Plans,C/S E&D - Dwgs - Rough Grading Plans,Civil/Structural Engineering and Design - Drawings - Rough Grading Plans,0,0,0
1000 040.170.090.770,Finished Grading Plans,C/S E&D - Dwgs - Finished Grading Plans,Civil/Structural Engineering and Design - Drawings - Finished Grading Plans,0,0,0
1000 040.170.100.770,Site Drainage Plan,C/S E&D - Dwgs - Site Drainage Plan,Civil/Structural Engineering and Design - Drawings - Site Drainage Plan,0,0,0
1000 040.170.110.770,Typical Details - Civil,C/S E&D - Dwgs - Typical Details - Civil,Civil/Structural Engineering and Design - Drawings - Typical Details - Civil,0,0,0
1000 040.170.120.770,Typical Details - Concrete,C/S E&D - Dwgs - Typical Details - Concr,Civil/Structural Engineering and Design - Drawings - Typical Details - Concrete,0,0,0
1000 040.170.130.770,Fencing and Gate Layout,C/S E&D - Dwgs - Fencing and Gate Layout,Civil/Structural Engineering and Design - Drawings - Fencing and Gate Layout,0,0,0
1000 040.170.140.770,Typical Fence Elevation & Details,C/S E&D - Dwgs - Typical Fence Elevation & Details,Civil/Structural Engineering and Design - Drawings - Typical Fence Elevation & Details,0,0,0
1000 040.170.150.770,Paving and Surfacing Plans,C/S E&D - Dwgs - Paving and Surfacing Plans,Civil/Structural Engineering and Design - Drawings - Paving and Surfacing Plans,0,0,0
1000 040.170.160.770,"Road, Sidewalk & Fence Sections & Details","C/S E&D - Dwgs - Rd, Sidewalk & Fence Sect/Details","Civil/Structural Engineering and Design - Drawings - Road, Sidewalk & Fence Sections & Details",0,0,0
1000 040.170.170.770,"Underground Concrete Structures Plans, Sections and Details",C/S E&D - Dwgs - Undgrd Concr Struc Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Underground Concrete Structures Plans, Sections and Details",0,0,0
1000 040.170.180.770,Miscellaneous Civil Sections and Details,C/S E&D - Dwgs - Misc Civil Sect/Detail,Civil/Structural Engineering and Design - Drawings - Miscellaneous Civil Sections and Details,0,0,0
1000 040.170.190.770,Anchor Bolt Schedule and Details,C/S E&D - Dwgs - Anchor Bolt Schedule and Details,Civil/Structural Engineering and Design - Drawings - Anchor Bolt Schedule and Details,0,0,0
1000 040.170.200.770,Pile Location Plans,C/S E&D - Dwgs - Pile Location Plans,Civil/Structural Engineering and Design - Drawings - Pile Location Plans,0,0,0
1000 040.170.210.770,"Pile Elevations, Sections and Details",C/S E&D - Dwgs - Pile Elev Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Pile Elevations, Sections and Details",0,0,0
1000 040.170.220.770,Foundation Location Plans,C/S E&D - Dwgs - Fndn Location Plans,Civil/Structural Engineering and Design - Drawings - Foundation Location Plans,0,0,0
1000 040.170.230.770,"Building Foundation Plans, Sections and Details",C/S E&D - Dwgs - Bldg Fndn Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Building Foundation Plans, Sections and Details",0,0,0
1000 040.170.240.770,"Equipment Foundation Plans, Sections and Details",C/S E&D - Dwgs - Equip Fndn Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Equipment Foundation Plans, Sections and Details",0,0,0
1000 040.170.250.770,"Piperack and Major Support Foundation Plans, Sections and Details",C/S E&D - Dwgs - Piperack/Mjr Supp Fndn Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Piperack and Major Support Foundation Plans, Sections and Details",0,0,0
1000 040.170.260.770,Miscellaneous Support Foundations/Sleepers,C/S E&D - Dwgs - Misc Supp Fndns/Sleepers,Civil/Structural Engineering and Design - Drawings - Miscellaneous Support Foundations/Sleepers,0,0,0
1000 040.170.270.770,"Miscellaneous Foundation Plans, Sections and Details",C/S E&D - Dwgs - Misc Fndn Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Miscellaneous Foundation Plans, Sections and Details",0,0,0
1000 040.170.280.770,Typical Connection Details - Steel,C/S E&D - Dwgs - Typical Connection Details - Steel,Civil/Structural Engineering and Design - Drawings - Typical Connection Details - Steel,0,0,0
1000 040.170.290.770,Base Plate Schedule and Details,C/S E&D - Dwgs - Base Plate Schedule and Details,Civil/Structural Engineering and Design - Drawings - Base Plate Schedule and Details,0,0,0
1000 040.170.300.770,Building Framing Plans,C/S E&D - Dwgs - Bldg Framing Plans,Civil/Structural Engineering and Design - Drawings - Building Framing Plans,0,0,0
1000 040.170.310.770,Building Framing Sections and Details,C/S E&D - Dwgs - Bldg Framing Sect/Detail,Civil/Structural Engineering and Design - Drawings - Building Framing Sections and Details,0,0,0
1000 040.170.320.770,Piperack Framing Plans and Elevations,C/S E&D - Dwgs - Piperack Framing Plans and Elev,Civil/Structural Engineering and Design - Drawings - Piperack Framing Plans and Elevations,0,0,0
1000 040.170.330.770,Piperack Bracing Elevations and Details,C/S E&D - Dwgs - Piperack Bracing Elev and Details,Civil/Structural Engineering and Design - Drawings - Piperack Bracing Elevations and Details,0,0,0
1000 040.170.340.770,"Pipe Bridge and Road Crossing Plans, Sections and Details",C/S E&D - Dwgs - Pipe Brdg and Rd Xing Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Pipe Bridge and Road Crossing Plans, Sections and Details",0,0,0
1000 040.170.350.770,"Piperack Access Plans, Sections and Details",C/S E&D - Dwgs - Piperack Access Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Piperack Access Plans, Sections and Details",0,0,0
1000 040.170.360.770,Piperack Fireproofing Sections and Details,C/S E&D - Dwgs - Piperack Fireproofing Sect/Detail,Civil/Structural Engineering and Design - Drawings - Piperack Fireproofing Sections and Details,0,0,0
1000 040.170.370.770,Equipment Support Structure Framing Plans,C/S E&D - Dwgs - Equip Supp Structure Framing Plans,Civil/Structural Engineering and Design - Drawings - Equipment Support Structure Framing Plans,0,0,0
1000 040.170.380.770,Equipment Support Structure Sections and Details,C/S E&D - Dwgs - Equip Supp Structure Sect/Detail,Civil/Structural Engineering and Design - Drawings - Equipment Support Structure Sections and Details,0,0,0
1000 040.170.390.770,"Crane and Monorail Framing Plans, Sections and Details",C/S E&D - Dwgs - Crane/Monorail Framing Plan/Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Crane and Monorail Framing Plans, Sections and Details",0,0,0
1000 040.170.400.770,Miscellaneous Support Schedules and Typical Details,C/S E&D - Dwgs - Misc Supp Schedules and Typical Details,Civil/Structural Engineering and Design - Drawings - Miscellaneous Support Schedules and Typical Details,0,0,0
1000 040.170.410.770,"Miscellaneous Support Elevations, Sections and Details",C/S E&D - Dwgs - Misc Supp Elev Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Miscellaneous Support Elevations, Sections and Details",0,0,0
1000 040.170.420.770,Access Platform Framing Sections and Details,C/S E&D - Dwgs - Access Pltfm Framing Sect/Detail,Civil/Structural Engineering and Design - Drawings - Access Platform Framing Sections and Details,0,0,0
1000 040.170.430.770,"Access Platform Stair and Ladder Elevations, Sections and Details",C/S E&D - Dwgs - Access Pltfm Stair/Ldr Elev Sect/Detail,"Civil/Structural Engineering and Design - Drawings - Access Platform Stair and Ladder Elevations, Sections and Details",0,0,0
1000 040.170.440.770,Building Architectural Floorplans and Elevations,C/S E&D - Dwgs - Bldg Arch Floorplans and Elev,Civil/Structural Engineering and Design - Drawings - Building Architectural Floorplans and Elevations,0,0,0
1000 040.170.450.770,"Building Architectural Schedules, Sections and Details","C/S E&D - Dwgs - Bldg Arch Schedules, Sect/Detail","Civil/Structural Engineering and Design - Drawings - Building Architectural Schedules, Sections and Details",0,0,0
1000 040.170.460.770,"Building Architectural Misc Plans, Sections & Details","C/S E&D - Dwgs - Bldg Arch Misc Plans, Sect/Details","Civil/Structural Engineering and Design - Drawings - Building Architectural Misc Plans, Sections & Details",0,0,0
1000 040.170.470.730,PDMS DRAFT - Civil Contours and Surfaces,C/S E&D - Dwgs - PDMS DRAFT - Civil Contours/Surfaces,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Civil Contours and Surfaces,0,0,0
1000 040.170.480.730,PDMS DRAFT - Site/Plot Plan Backgrounds,C/S E&D - Dwgs - PDMS DRAFT - Site/Plot Plan Backgrounds,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Site/Plot Plan Backgrounds,0,0,0
1000 040.170.490.730,PDMS DRAFT - Underground Drainage Components,C/S E&D - Dwgs - PDMS DRAFT - Undgrd Drainage Components,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Underground Drainage Components,0,0,0
1000 040.170.500.730,PDMS DRAFT - Building Foundations,C/S E&D - Dwgs - PDMS DRAFT - Bldg Fndns,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Building Foundations,0,0,0
1000 040.170.510.730,PDMS DRAFT - Equipment Foundations,C/S E&D - Dwgs - PDMS DRAFT - Equip Fndns,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Equipment Foundations,0,0,0
1000 040.170.520.730,PDMS DRAFT - Piperack Foundations,C/S E&D - Dwgs - PDMS DRAFT - Piperack Fndns,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Piperack Foundations,0,0,0
1000 040.170.530.730,PDMS DRAFT - Support Foundations,C/S E&D - Dwgs - PDMS DRAFT - Supp Fndns,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Support Foundations,0,0,0
1000 040.170.540.730,PDMS DRAFT - Miscellaneous Foundations,C/S E&D - Dwgs - PDMS DRAFT - Misc Fndns,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Miscellaneous Foundations,0,0,0
1000 040.170.550.730,PDMS DRAFT - Building Structures,C/S E&D - Dwgs - PDMS DRAFT - Bldg Struc,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Building Structures,0,0,0
1000 040.170.560.730,PDMS DRAFT - Equipment Structures,C/S E&D - Dwgs - PDMS DRAFT - Equip Struc,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Equipment Structures,0,0,0
1000 040.170.570.730,PDMS DRAFT - Piperack Structures,C/S E&D - Dwgs - PDMS DRAFT - Piperack Struc,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Piperack Structures,0,0,0
1000 040.170.580.730,PDMS DRAFT - Support Structures,C/S E&D - Dwgs - PDMS DRAFT - Supp Struc,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Support Structures,0,0,0
1000 040.170.590.730,PDMS DRAFT - Miscellaneous Structures,C/S E&D - Dwgs - PDMS DRAFT - Misc Struc,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Miscellaneous Structures,0,0,0
1000 040.170.600.730,PDMS DRAFT - Access Platforms,C/S E&D - Dwgs - PDMS DRAFT - Access Pltfms,Civil/Structural Engineering and Design - Drawings - PDMS DRAFT - Access Platforms,0,0,0
1000 050.000.000.000,Mechanical Engineering and Design,Mechanical Eng and Design,Mechanical Engineering and Design,0,0,0
1000 050.110.000.000,Reports and Studies,MECH E&D - Reports and Studies,Mechanical Engineering and Design - Reports and Studies,0,0,0
1000 050.110.010.000,Installation Procedures,MECH E&D - Reports/Studies - Installation Procedures,Mechanical Engineering and Design - Reports and Studies - Installation Procedures,0,0,0
1000 050.110.020.000,Operating and Maintenance Manual,MECH E&D - Reports/Studies - O&M Manual,Mechanical Engineering and Design - Reports and Studies - Operating and Maintenance Manual,0,0,0
